"retriever_name","original_question","transformed_query","answer","context_recall","context_precision","faithfulness","answer_relevancy"
"유사도 검색(Similarity Search)","골관절염에서 IL-1과 TNF-α가 연관된 이유는 무엇인가요?","골관절염 IL-1 TNF-α 연관성 원인","-상태 요약:
반려견의 골관절염에서 IL-1과 TNF-α와 같은 사이토카인이 중요한 역할을 한다는 점에 대해 문의주셨습니다.

-가능한 원인:
IL-1과 TNF-α는 골관절염의 병인론과 밀접한 연관이 있습니다. 이들 사이토카인은 연골세포와 활막의 섬유아세포로부터 단백질 분해 효소의 생성을 촉진하여, 콜라겐과 프로테오글리칸 등 관절 기질을 파괴하고 합성을 억제합니다. 그 결과 관절 조직의 손상과 염증, 통증이 유발됩니다. 또한, 이러한 염증성 사이토카인의 작용은 관절의 구조적 변화와 만성적인 통증의 원인이 될 수 있습니다.

-집에서 관리 방법:
문서에 해당 정보가 없습니다.

-병원 방문 시기:
문서에 해당 정보가 없습니다.

-출처(참고한 모든 문서)
서적 - 소동물 무릎관절의 정형외과병리 (저자: 권오경 옮김)","1.0","0.9999999999","0.5833333333333334","0.0"
"유사도 검색(Similarity Search)","성견이 되었는데 강아지의 유치가 송곳니에 세 개 남아 있습니다. 이 유치는 병원에서 제거해야 하나요?","성견 유치 잔존 송곳니 제거 필요성 동물병원","-상태 요약: 보호자님께서는 성견이 되었음에도 불구하고 송곳니 유치가 남아 있는 상황에서, 자연 탈락을 기다려도 되는지 아니면 동물병원에서 제거해야 하는지 궁금해하셨습니다.

-가능한 원인: 문서에 따르면, 성견이 된 이후에도 유치가 남아 있는 경우 자연스럽게 빠질 시기는 이미 지난 상태입니다. 유치가 남아 있으면 영구치의 정상적인 배열을 방해하여 덧니, 부정교합, 저작 기능 저하 등 다양한 구강 문제를 유발할 수 있습니다.

-집에서 관리 방법: 문서에 해당 정보가 없습니다.

-병원 방문 시기: 성견이 되었음에도 유치가 남아 있다면 자연 탈락을 기대하기 어렵기 때문에, 가능한 한 빨리 동물병원에 내원하여 발치를 진행하는 것이 필요합니다. 유치가 남아 있을 경우 영구치의 배열에 문제가 생기거나 구강 건강에 악영향을 줄 수 있으므로, 신속한 조치를 권장드립니다.

-출처(참고한 모든 문서): 상담기록 - 자견/치과/기타, 상담기록 - 성견/치과/기타","1.0","0.99999999998","0.9285714285714286","0.7406109657131635"
"유사도 검색(Similarity Search)","신장 미부에서 발견된 종양의 장축 직경은 얼마입니까?","신장 미부 종양 장축 직경","-상태 요약:
문서에서는 기저골의 배쪽에 위치한 9.8 x 8.7 cm 크기의 둥근 연부조직 덩어리(종양)에 대해 설명하고 있습니다. 해당 종양은 방사선 및 CT 검사에서 확인되었으며, 조직병리학적으로 다형성 신생물 세포의 증식과 괴사, 출혈이 동반된 것으로 나타났습니다.

-가능한 원인:
문서에 따르면, 해당 종양은 림프관육종(lymphangiosarcoma)으로 보이며, 이는 림프관에서 기원한 악성 신생물입니다. 조직학적으로 콜라겐을 해부하며 틈새와 통로를 형성하는 신생물 세포의 증식, 괴사, 출혈 등이 특징적으로 관찰되었습니다.

-집에서 관리 방법:
문서에 해당 정보가 없습니다.

-병원 방문 시기:
문서에 따르면, 이와 같이 크기가 크고 괴사 및 출혈이 동반된 종양이 발견된 경우 즉시 동물병원에서 정밀 진단과 치료를 받아야 합니다. 종양이 빠르게 커지거나 출혈, 통증, 식욕부진, 무기력 등의 증상이 동반될 경우 응급 상황일 수 있으므로 신속한 진료가 필요합니다.

-출처(참고한 모든 문서)
서적 - 23 . 개의 대규모 림프관육종 사례 보고 (저자: 서민경)","0.0","0.0","0.625","0.2862477633521077"
"유사도 검색(Similarity Search)","고구마, 북어, 계란 노른자만으로 강아지의 사료를 완전히 대체할 수 있나요?","강아지 사료 대체 고구마 북어 계란 노른자 가능 여부","-상태 요약: 보호자님께서는 5kg의 중성화된 수컷 잡종 강아지에게 사료 대신 고구마, 북어, 계란 노른자를 급여해도 되는지, 그리고 매일 제공해도 괜찮은지 궁금해하십니다. 강아지는 이 세 가지 음식을 매우 좋아한다고 하셨습니다.

-가능한 원인: 문서에 따르면, 고구마, 북어, 계란 노른자는 강아지에게 제공할 수 있으나, 이 세 가지 재료만으로는 강아지가 필요로 하는 다양한 영양소를 균형 있게 공급하기 어렵습니다. 따라서 사료를 완전히 대체하는 것은 권장되지 않으며, 영양 불균형의 위험이 있습니다.

-집에서 관리 방법: 고구마, 북어, 계란 노른자 등은 신선하게 준비하여 간식으로 간헐적으로 소량 제공하는 것이 바람직합니다. 기본적인 식사는 균형 잡힌 사료를 통해 제공하시고, 말씀하신 재료들은 부가적인 간식으로 활용하시는 것이 좋습니다.

-병원 방문 시기: 만약 강아지가 특정 음식을 먹은 후 구토, 설사, 식욕 저하, 무기력 등 이상 증상을 보인다면 즉시 동물병원을 방문하셔야 합니다. 또한, 장기간 사료를 거부하거나 영양 불균형이 의심되는 경우에도 수의사 상담이 필요합니다.

-출처(참고한 모든 문서): 상담기록 - 성견/내과/기타, 상담기록 - 자견/내과/기타","1.0","0.8333333332916666","0.9166666666666666","0.31995680757150136"
"유사도 검색(Similarity Search)","강아지가 시원한 곳에 있을 때 헉헉거림이 완화되지만 곧 다시 나타나는 이유는 무엇인가요?","강아지 헉헉거림 시원한 곳 완화 후 재발 원인","-상태 요약:  
강아지가 헉헉거리다가 시원한 곳에서 증상이 완화되었으나, 이후 다시 헉헉거림이 재발하는 상황으로 보입니다.

-가능한 원인:  
문서에 따르면, 강아지가 더운 환경에서 시원한 타일 바닥 등으로 이동해 증상이 완화되는 경우가 있습니다. 이는 더위로 인한 일시적인 호흡 곤란(헉헉거림)일 수 있습니다. 그러나 시원한 곳에서 증상이 완화된 후에도 재발한다면, 단순한 더위 외에 다른 건강상의 문제가 있을 가능성도 배제할 수 없습니다. 문서에 해당 정보가 없습니다.

-집에서 관리 방법:  
강아지가 더위를 피할 수 있도록 시원한 공간(예: 소형 대리석 등)을 마련해 주시고, 더러운 환경은 피하도록 화장실 문을 닫아두는 것이 좋습니다.

-병원 방문 시기:  
헉헉거림이 시원한 곳에서도 계속되거나, 호흡이 매우 가빠지거나, 무기력, 식욕 저하, 구토 등 다른 증상이 동반된다면 즉시 동물병원을 방문하셔야 합니다.

-출처(참고한 모든 문서):  
상담기록 - 자견/내과/기타","0.0","0.0","0.36363636363636365","0.0"
"유사도 검색(Similarity Search)","Dirofilaria immitis는 어떤 슈퍼패밀리에 속합니까?","Dirofilaria immitis 슈퍼패밀리 분류","-상태 요약:
보호자님께서 Dirofilaria immitis(심장사상충)의 슈퍼패밀리 분류에 대해 문의주셨습니다.

-가능한 원인:
문서에 따르면, Dirofilaria immitis는 선충(Nematoda) 문(phylum) 내에서 필라리아 기생충(filarial parasites) 또는 필라리아(filariae)로 알려진 슈퍼패밀리 Filarioidea에 속합니다. Filarioidea는 Filariidae, Setariidae, Onchocercidae의 세 과로 분류되며, Dirofilaria immitis는 이 중 Onchocercidae에 포함됩니다.

-집에서 관리 방법:
문서에 해당 정보가 없습니다.

-병원 방문 시기:
문서에 해당 정보가 없습니다.

-출처(참고한 모든 문서)
서적 - 건강한 개 및 만성 신장 질환이 있는 개의 조기 신장 질환에 대한 소변 알부민 대 크레아티닌 비율의 진단 검증 (저자: 최동준, 윤태식, 이도희, 구윤회, 김하현)","1.0","0.19999999998","0.5555555555555556","0.7905086266168363"
"유사도 검색(Similarity Search)","강아지의 복부가 부풀어 오르고 식욕 부진이 있을 때 어떻게 해야 하나요?","강아지 복부 팽만 식욕 부진 원인 대처 방법","-상태 요약:  
강아지의 복부가 평소보다 현저하게 부풀어 있으며, 식욕 부진이 동반된 상황을 문의하셨습니다.

-가능한 원인:  
문서에 따르면 복부 팽만의 원인으로는 복부 내 특정 장기의 비대(간, 비장, 신장, 방광 등), 복수, 복강 내 종괴 등이 있을 수 있습니다. 특히 식욕 부진이 동반된다면, 단순한 식사 후 팽만이 아니라 내부 장기 질환이나 복강 내 이상(예: 종양, 복수 등) 가능성을 반드시 고려해야 합니다. 노령견의 경우 이러한 질환의 위험이 더 높으므로 조기 진단이 중요합니다.

-집에서 관리 방법:  
문서에 집에서 가능한 특별한 관리 방법은 안내되어 있지 않습니다.

-병원 방문 시기:  
복부 팽만이 식사와 무관하게 지속되거나, 식욕 부진이 동반된다면 즉시 동물병원을 방문하여 정밀 검사를 받으셔야 합니다. 특히 노령견이거나, 복부 팽만이 갑자기 심해지거나, 식욕 저하, 무기력, 호흡 곤란, 구토, 통증 등 응급 증상이 동반될 경우 신속한 진료가 필요합니다.

-출처(참고한 모든 문서):  
상담기록 - 노령견/내과/기타","0.0","0.8055555555287036","0.5","0.37757904991207486"
"유사도 검색(Similarity Search)","중성화 수술이 이루어지지 않은 경우 건강상 유의해야 할 점이 있나요?","중성화 안한 반려동물 건강상 주의사항","-상태 요약:
보호자님께서는 중성화 수술을 하지 않은 반려견의 건강상 주의사항에 대해 궁금해하셨습니다. 중성화 수술은 반드시 필요한 것은 아니지만, 여러 질병 예방을 위해 권장되는 수술입니다.

-가능한 원인:
중성화하지 않은 암컷 반려견의 경우 유선종양, 자궁축농증, 난소 종양 등 생식기 관련 질환의 발생 위험이 높아질 수 있습니다. 특히 유선종양과 자궁축농증은 중년 이후에 많이 발생하며, 심할 경우 생명을 위협할 수 있습니다. 중성화하지 않은 경우 원치 않는 임신의 가능성도 있습니다.

-집에서 관리 방법:
1. 반려견의 유선, 외음부 등 생식기 주변을 정기적으로 관찰하여 혹이나 분비물, 부종 등 이상 징후가 없는지 확인해 주세요.
2. 평소와 다른 행동 변화(식욕 저하, 무기력, 복부 팽만, 고열 등)가 나타나면 기록해 두시고, 증상이 지속되면 바로 병원에 방문해 주세요.
3. 목욕 후에는 보습을 충분히 해 주시고, 피부나 생식기 주변에 변화가 있는지 주기적으로 점검해 주세요.

-병원 방문 시기:
유선에 혹이 만져지거나, 외음부에서 고름 같은 분비물이 나오거나, 복부가 갑자기 팽만해지거나, 고열·무기력·식욕부진 등 전신 증상이 동반될 경우 즉시 동물병원에 방문하셔야 합니다. 자궁축농증이 의심되는 경우(특히 고령의 암컷에서 분비물, 복부 팽만, 식욕 저하 등)에는 응급 상황이 될 수 있으니 지체하지 마시고 진료를 받으시기 바랍니다.

-출처(참고한 모든 문서)
상담기록 - 노령견/외과/중성화수술, 상담기록 - 성견/외과/중성화수술, 상담기록 - 자견/외과/중성화수술, 상담기록 - 자견/외과/자궁축농증","1.0","0.8874999999778125","0.5","0.24836545320657813"
"유사도 검색(Similarity Search)","11세의 중성화하지 않은 암컷 반려견이 구토와 기력 저하 증상을 보일 때 어떤 건강 문제가 의심되며 어떤 검사가 필요한가요?","11세 암컷 반려견 구토 기력저하 원인, 중성화 안함, 의심 질환, 필요한 검사","-상태 요약:
11세의 중성화하지 않은 암컷 반려견이 구토와 기력 저하 증상을 보이고 있습니다. 보호자께서는 원인과 의심되는 질환, 그리고 필요한 검사가 무엇인지 궁금해하십니다.

-가능한 원인:
노령견에서 구토와 기력 저하는 매우 다양한 원인에 의해 발생할 수 있습니다. 특히 중성화하지 않은 암컷의 경우, 생식기 질환(예: 자궁축농증, 난소·자궁 종양 등)이 원인일 수 있으며, 이외에도 신장, 간, 위장관, 심장 등 여러 장기의 질환이 관련될 수 있습니다. 구토는 비특이적 증상으로, 정확한 원인 파악을 위해 추가 검사가 필요합니다.

-집에서 관리 방법:
문서에 해당 정보가 없습니다.

-병원 방문 시기:
구토와 기력 저하가 동반되는 경우, 특히 노령의 중성화하지 않은 암컷에서는 자궁축농증 등 생명을 위협할 수 있는 질환이 있을 수 있으므로 빠른 시일 내에 동물병원에서 진료를 받으셔야 합니다. 추가로, 식욕 부진, 설사, 혈변, 복부 팽만, 고열, 무기력, 반복되는 구토 등이 동반된다면 즉시 병원에 방문하셔야 합니다. 필요한 검사는 혈액검사, 방사선 검사, 초음파 검사, 소변검사 등이 있으며, 생식기 질환이 의심될 경우 자궁 및 난소에 대한 정밀 검사가 필요합니다.

-출처(참고한 모든 문서)
상담기록 - 자견/외과/자궁축농증, 상담기록 - 성견/내과/기타","1.0","0.32499999998375","0.9230769230769231","0.3726414102886788"
"유사도 검색(Similarity Search)","참진드기에 의한 기생충 문제를 예방하기 위해 어떤 치료법을 사용해야 하나요?","참진드기 예방 치료법, 참진드기 기생충 예방법, 참진드기 치료 방법","-상태 요약:
보호자님께서는 반려견의 참진드기 예방 및 치료 방법, 그리고 기생충 예방법에 대해 문의하셨습니다. 참진드기는 주로 산책 중 풀밭이나 숲에서 쉽게 옮겨올 수 있으며, 반복적으로 발견될 수 있습니다.

-가능한 원인:
참진드기는 산책 시 나무나 풀에서 반려견의 몸에 부착되는 외부 기생충입니다. 치료가 제대로 이루어지지 않거나, 감염된 알이 부화할 경우 반복적으로 문제가 발생할 수 있습니다.

-집에서 관리 방법:
1. 산책 후에는 반려견의 몸 전체를 꼼꼼히 확인하여 진드기가 붙어 있는지 점검해 주세요.
2. 미지근한 물로 오염 부위를 가볍게 세척해 주시고, 털이 길 경우 미용을 통해 진드기 발견을 용이하게 할 수 있습니다.
3. 외부 기생충 예방약(외용제 또는 먹는 약)을 한 달에 한 번씩 꾸준히 사용하시는 것이 좋습니다.

-병원 방문 시기:
진드기가 발견되었을 때는 반드시 동물병원에 방문하여 다른 부위 감염 여부를 확인하고, 적절한 외부 기생충 제거 약물 처방을 받으셔야 합니다. 진드기가 전염시키는 질병(예: 열병 등)이 발생할 수 있으므로, 발열, 식욕 저하, 무기력, 점막 출혈 등 이상 증상이 보이면 즉시 병원에 내원하셔야 합니다.

-출처(참고한 모든 문서)
상담기록 - 자견/피부과/기타, 상담기록 - 자견/내과/기타, 상담기록 - 성견/피부과/기타","1.0","0.99999999998","0.8235294117647058","0.29191185162328687"
